Ticker,YahooTicker,Nom,Zone,AnneeFiscale,DateRapport,Sector,Industry,Country,Beta,MarketCapitalization,SharesOutstanding,PER_calcule,ROE_calcule,ROA_calcule,DebtToEquity_calcule,EPS,EOD_Close_Price,NetIncome,TotalRevenue,TotalEquity,TotalAssets,TotalDebt,Dividendes_Annuels,Annual_Volume_Traded
ATO,ATO,ATO,USA,2023,2023-09-30,Utilities,Utilities - Regulated Gas,United States,0.747,14430937496.170044,148462000.0,15.93490225369813,0.08149556433154395,0.03934197534943426,0.4935858118636029,6.1,97.2029037475586,885862000.0,4275357000.0,10870064000.0,22516968000.0,7122906000.0,3.025,227053700.0
ATO,ATO,ATO,USA,2022,2022-09-30,Utilities,Utilities - Regulated Gas,United States,0.747,13139923258.57544,139892000.0,16.74314692696148,0.0822157891881499,0.034893812636053664,0.6369912392401166,5.61,93.9290542602539,774398000.0,4201662000.0,9419091000.0,22192989000.0,8370016000.0,2.7800000000000002,249102300.0
AVB,AVB,AVB,USA,2024,2024-12-31,Real Estate,REIT - Residential,United States,0.743,30487642809.463867,142236992.0,28.16609446541865,0.0906109759475934,0.05152171564264626,0.27061885536913005,7.61,214.34397888183594,1081994000.0,2913757000.0,11941092000.0,21000737000.0,8250531000.0,6.8,178431600.0
AVB,AVB,AVB,USA,2023,2023-12-31,Real Estate,REIT - Residential,United States,0.743,25192453908.080566,142015008.0,27.041600390178402,0.07882542081950092,0.044918047564456,0.32291629984448056,6.56,177.3928985595703,928825000.0,2767909000.0,11783318000.0,20678214000.0,8135054000.0,6.6,192136400.0
AVB,AVB,AVB,USA,2022,2022-12-31,Real Estate,REIT - Residential,United States,0.743,20516270857.524902,139896992.0,18.038461832982588,0.1010154551358176,0.05556692314956806,0.4132678915617942,8.13,146.65269470214844,1136775000.0,2593446000.0,11253476000.0,20457764000.0,8478716000.0,6.36,191901700.0
AVB,AVB,AVB,USA,2021,2021-12-31,Real Estate,REIT - Residential,United States,0.743,31019065123.625977,139740992.0,30.872798065482655,0.09186339077872847,0.05046217428425341,0.2666116456779041,7.19,221.9754180908203,1004299000.0,2294850000.0,10932527000.0,19902016000.0,8270044000.0,6.36,179377500.0
AVGO,AVGO,AVGO,USA,2024,2024-10-31,Technology,Semiconductors,United States,1.204,797092495815.3281,4741179904.0,132.37883800596703,0.08710363781435622,0.03558815539255637,0.08476557031300144,1.27,168.12112426757812,5895000000.0,51574000000.0,67678000000.0,165645000000.0,67566000000.0,2.17,7652456800.0
AVGO,AVGO,AVGO,USA,2023,2023-10-31,Technology,Semiconductors,United States,1.204,33867156993.57129,412735008.0,24.183746077056625,0.5870435217608805,0.1932721208877177,1.1583198438370987,3.393,82.05545043945312,14082000000.0,35819000000.0,23988000000.0,72861000000.0,39229000000.0,1.9050000000000002,6644198000.0
AVGO,AVGO,AVGO,USA,2022,2022-10-31,Technology,Semiconductors,United States,1.204,18088516228.69873,405008000.0,16.31707578680367,0.5061869743273592,0.15693047004054664,2.184535176926597,2.73714,44.6621208190918,11495000000.0,33203000000.0,22709000000.0,73249000000.0,39515000000.0,1.69,5977989000.0
AVGO,AVGO,AVGO,USA,2021,2021-10-31,Technology,Semiconductors,United States,1.204,20044237666.748047,411616000.0,31.094583132854527,0.26955860578654606,0.08913590048961229,1.9821157911088443,1.566075,48.696449279785156,6736000000.0,27450000000.0,24989000000.0,75570000000.0,39730000000.0,1.49,4738377000.0
AVY,AVY,AVY,USA,2024,2024-12-31,Consumer Cyclical,Packaging & Containers,United States,1.015,14720544008.874512,80346400.0,20.741253424151914,0.30484798685291703,0.08387472930201566,0.21413610788430418,8.833289,183.21348571777344,704900000.0,8755700000.0,2312300000.0,8404200000.0,3152200000.0,3.4499999999999997,120123500.0
AVY,AVY,AVY,USA,2023,2023-12-31,Consumer Cyclical,Packaging & Containers,United States,1.015,15494212257.205566,80531296.0,30.789942866532712,0.2363832886883782,0.06126824039562474,0.20938786342566346,6.24879,192.39988708496094,503000000.0,8364300000.0,2127900000.0,8209800000.0,3244300000.0,3.18,126862700.0
AVY,AVY,AVY,USA,2022,2022-12-31,Consumer Cyclical,Packaging & Containers,United States,1.015,14046667329.574585,80969000.0,18.51682295756694,0.37255191418167505,0.09522671530092447,0.22084241957298134,9.368888,173.48204040527344,757100000.0,9039300000.0,2032200000.0,7950500000.0,3102100000.0,2.93,137341400.0
AVY,AVY,AVY,USA,2021,2021-12-31,Consumer Cyclical,Packaging & Containers,United States,1.015,16706526387.58545,82795600.0,22.573331029193955,0.3845874038661401,0.09284208941743188,0.18583755401763766,8.938883,201.78036499023438,740100000.0,8408300000.0,1924400000.0,7971600000.0,3104700000.0,2.66,120546200.0
AWK,AWK,AWK,USA,2024,2024-12-31,Utilities,Utilities - Regulated Water,United States,0.751,23680224690.826416,194894000.0,22.54231865198139,0.10172280294231514,0.03201340237587572,0.5958558326292458,5.39,121.50309753417969,1051000000.0,4684000000.0,10332000000.0,32830000000.0,14110000000.0,3.003,301419800.0
AWK,AWK,AWK,USA,2023,2023-12-31,Utilities,Utilities - Regulated Water,United States,0.751,24806129308.872803,194704992.0,26.00074768066406,0.09635602735531285,0.031157172090567033,0.5015695856890366,4.9,127.4036636352539,944000000.0,4234000000.0,9797000000.0,30298000000.0,12442000000.0,2.779,266429400.0
AWK,AWK,AWK,USA,2022,2022-12-31,Utilities,Utilities - Regulated Water,United States,0.751,26621892341.93457,184643008.0,31.969034063842503,0.1065904068633823,0.029510202612732572,0.4677353450335204,4.51,144.1803436279297,820000000.0,3792000000.0,7693000000.0,27787000000.0,12452000000.0,2.568,224440500.0
AWK,AWK,AWK,USA,2021,2021-12-31,Utilities,Utilities - Regulated Water,United States,0.751,31530288584.28955,181538000.0,24.95463141079607,0.17306111263359825,0.048437200383509106,0.3508372582898531,6.96,173.68423461914062,1263000000.0,3930000000.0,7298000000.0,26075000000.0,11062000000.0,2.359,204972700.0
AXON,AXON,AXON,USA,2024,2024-12-31,Industrials,Aerospace & Defense,United States,1.395,45319753294.506836,76254800.0,119.34136693257403,0.1619794944719279,0.08426116549724802,0.015924005484104723,4.98,594.3200073242188,377034000.0,2082526000.0,2327665000.0,4474588000.0,721672000.0,,153671000.0
AXON,AXON,AXON,USA,2023,2023-12-31,Industrials,Aerospace & Defense,United States,1.395,18855592459.887695,74933800.0,107.0765978224734,0.10879242959217461,0.05156175660145244,0.037689773021549106,2.35,251.6300048828125,175783000.0,1560699000.0,1615765000.0,3409174000.0,710663000.0,,187112100.0
AXON,AXON,AXON,USA,2022,2022-12-31,Industrials,Aerospace & Defense,United States,1.395,11972867286.923218,71165400.0,81.27536497254303,0.11583054195891024,0.051520147663272196,0.05939345880636924,2.07,168.24000549316406,146930000.0,1187143000.0,1268491000.0,2851894000.0,711110000.0,,113961900.0
AXON,AXON,AXON,USA,2021,2021-12-31,Industrials,Aerospace & Defense,United States,1.395,10749413200.0,68467600.0,-172.52747252747253,-0.05727733671550004,-0.03555126435692242,0.0019014991441579341,-0.91,157.0,-60018000.0,863381000.0,1047849000.0,1688210000.0,20440000.0,,118634100.0
AXP,AXP,AXP,USA,2024,2024-12-31,Financial Services,Credit Services,United States,1.147,206844036645.125,704444992.0,20.913600649928775,0.33468807824477925,0.037312910510165366,0.24699285910597263,14.04,293.626953125,10129000000.0,65949000000.0,30264000000.0,271461000000.0,51089000000.0,2.6999999999999997,715020700.0
AXP,AXP,AXP,USA,2023,2023-12-31,Financial Services,Credit Services,United States,1.147,134161161561.5625,728745984.0,16.393469575251835,0.2984638414655879,0.03207102042066884,0.3664175192568113,11.23,184.09866333007812,8374000000.0,60515000000.0,28057000000.0,261108000000.0,49159000000.0,2.3200000000000003,790078900.0
AXP,AXP,AXP,USA,2022,2022-12-31,Financial Services,Credit Services,United States,1.147,108650597526.85938,766582976.0,14.374608780742902,0.304075108251386,0.03290505092969687,0.40424075890739897,9.86,141.733642578125,7514000000.0,52862000000.0,24711000000.0,228354000000.0,43921000000.0,1.99,876067800.0
AXP,AXP,AXP,USA,2021,2021-12-31,Financial Services,Credit Services,United States,1.147,122376567443.51855,786521024.0,15.497234997996298,0.3634395995851558,0.04274773532469186,0.33436139658750613,10.04,155.5922393798828,8060000000.0,43147000000.0,22177000000.0,188548000000.0,40918000000.0,1.72,897599400.0
AZO,AZO,AZO,USA,2024,2024-08-31,Consumer Cyclical,Auto Parts,United States,0.405,53634353341.40625,17082800.0,20.41132441733845,-0.5605564999597862,0.15500370330738358,0.2305792506022922,153.82,3139.669921875,2662427000.0,18490268000.0,-4749614000.0,17176538000.0,12366969000.0,,34939000.0
AZO,AZO,AZO,USA,2023,2023-08-31,Consumer Cyclical,Auto Parts,United States,0.405,45958828898.4375,18156000.0,18.53096689696193,-0.5812615203956694,0.15816622646563422,0.23781648188106003,136.6,2531.330078125,2528426000.0,17457209000.0,-4349894000.0,15985878000.0,10929767000.0,,38610000.0
AZO,AZO,AZO,USA,2022,2022-08-31,Consumer Cyclical,Auto Parts,United States,0.405,41643959179.39453,19650700.0,17.538773160121657,-0.6865396238901607,0.15905709725334324,0.22323403401566683,120.83,2119.2099609375,2429604000.0,16252230000.0,-3538913000.0,15275043000.0,9296349000.0,,43216900.0
AZO,AZO,AZO,USA,2021,2021-08-31,Consumer Cyclical,Auto Parts,United States,0.405,33376127445.996094,21544800.0,,,,,,1549.1500244140625,,,,,,,48274100.0
BA,BA,BA,USA,2024,2024-12-31,Industrials,Aerospace & Defense,United States,1.175,132427152000.0,748176000.0,-9.640522875816993,3.023797338792221,-0.0755741447784962,0.40919100940870495,-18.36,177.0,-11817000000.0,66517000000.0,-3908000000.0,156363000000.0,54188000000.0,,2348008800.0
BA,BA,BA,USA,2023,2023-12-31,Industrials,Aerospace & Defense,United States,1.175,152309012239.00195,604977024.0,-68.59945354409699,0.12893866419079672,-0.01621755758619683,0.345370239270253,-3.67,251.75999450683594,-2222000000.0,77794000000.0,-17233000000.0,137012000000.0,52603000000.0,,1417896900.0
BA,BA,BA,USA,2022,2022-12-31,Industrials,Aerospace & Defense,United States,1.175,116449113316.88086,595982976.0,-23.540963781885353,0.31070956368444247,-0.03599562363238512,0.49186291220730943,-8.3,195.38999938964844,-4935000000.0,66608000000.0,-15883000000.0,137100000000.0,57277000000.0,,2231410700.0
BA,BA,BA,USA,2021,2021-12-31,Industrials,Aerospace & Defense,United States,1.175,118315568594.9961,587699008.0,-28.156644381009613,0.2801520101340089,-0.030327963508285698,0.4933416683294259,-7.15,201.32000732421875,-4202000000.0,62286000000.0,-14999000000.0,138552000000.0,58370000000.0,,3056223000.0
BAC,BAC,BAC,USA,2024,2024-12-31,Financial Services,Banks - Diversified,United States,1.304,329589516578.5781,7672880128.0,13.216961200420673,0.09179893016284396,0.008318823223166873,0.9911419616470657,3.25,42.95512390136719,27132000000.0,101887000000.0,295559000000.0,3261519000000.0,326670000000.0,1.0,9523635200.0
BAC,BAC,BAC,USA,2023,2023-12-31,Financial Services,Banks - Diversified,United States,1.304,255695798509.59375,7913730048.0,10.422710295646421,0.09091501340666425,0.008337654406976272,1.3074207787088725,3.1,32.310401916503906,26515000000.0,98581000000.0,291646000000.0,3180151000000.0,334302000000.0,0.9199999999999999,12068280500.0
BAC,BAC,BAC,USA,2022,2022-12-31,Financial Services,Banks - Diversified,United States,1.304,248488933552.88184,8022430208.0,9.649305848689094,0.10076245346764423,0.009021506697800172,1.2190241056973903,3.21,30.974271774291992,27528000000.0,94950000000.0,273197000000.0,3051375000000.0,302914000000.0,0.86,11684143700.0
BAC,BAC,BAC,USA,2021,2021-12-31,Financial Services,Banks - Diversified,United States,1.304,328899052306.8457,8184079872.0,11.163240008884006,0.11840809283656588,0.010089304447553947,0.9239005034180066,3.6,40.18766403198242,31978000000.0,89113000000.0,270066000000.0,3169495000000.0,303870000000.0,0.7799999999999999,12182087900.0
BALL,BALL,BALL,USA,2024,2024-12-31,Consumer Cyclical,Packaging & Containers,United States,1.135,16200874147.349121,298425984.0,4.137785551024646,0.6837256908904811,0.2273655547991831,0.3501662903126896,13.12,54.28774642944336,4008000000.0,11795000000.0,5862000000.0,17628000000.0,5673000000.0,0.8,464722300.0
BALL,BALL,BALL,USA,2023,2023-12-31,Consumer Cyclical,Packaging & Containers,United States,1.135,17472739132.583984,315300992.0,24.62936062282986,0.1875829132395861,0.036626431124695644,0.490421103124016,2.25,55.41606140136719,707000000.0,12062000000.0,3769000000.0,19303000000.0,8569000000.0,0.8,468149100.0
BALL,BALL,BALL,USA,2022,2022-12-31,Consumer Cyclical,Packaging & Containers,United States,1.135,15634136645.507812,313920000.0,21.93961794680961,0.20774342675527305,0.036114320156713044,0.5723373284300317,2.27,49.80293273925781,719000000.0,13372000000.0,3461000000.0,19909000000.0,8948000000.0,0.8,535884400.0
BALL,BALL,BALL,USA,2021,2021-12-31,Consumer Cyclical,Packaging & Containers,United States,1.135,,,33.88310825957685,0.2420733388475324,0.04453687734604849,,2.69,91.14556121826172,878000000.0,13811000000.0,3627000000.0,19714000000.0,8157000000.0,0.7,482061300.0
BAX,BAX,BAX,USA,2024,2024-12-31,Healthcare,Medical Instruments & Supplies,United States,0.607,14624192452.560425,510588000.0,-22.55264943040262,-0.09319356691556577,-0.02517260103948491,0.9196405233059778,-1.27,28.641864776611328,-649000000.0,10636000000.0,6964000000.0,25782000000.0,13449000000.0,1.0399999999999998,1043862100.0
BAX,BAX,BAX,USA,2023,2023-12-31,Healthcare,Medical Instruments & Supplies,United States,0.607,18816116968.64319,507324000.0,7.064562842959449,0.31611521066412757,0.09393124911585797,0.7500484836227969,5.25,37.08895492553711,2656000000.0,10360000000.0,8402000000.0,28276000000.0,14113000000.0,1.16,1335229900.0
BAX,BAX,BAX,USA,2022,2022-12-31,Healthcare,Medical Instruments & Supplies,United States,0.607,23857664791.979614,504120992.0,-9.798193668973619,-0.4171095491170924,-0.08601124191324637,0.7210680571630482,-4.83,47.32527542114258,-2433000000.0,10057000000.0,5833000000.0,28287000000.0,17203000000.0,1.1500000000000001,878387500.0
BAX,BAX,BAX,USA,2021,2021-12-31,Healthcare,Medical Instruments & Supplies,United States,0.607,39164939882.4375,500692992.0,30.555260181427002,0.1414564283353531,0.038304346529041494,0.4675099733323131,2.56,78.22146606445312,1284000000.0,12146000000.0,9077000000.0,33521000000.0,18310000000.0,1.085,697449100.0
BBY,BBY,BBY,USA,2024,2024-01-31,Consumer Cyclical,Specialty Retail,United States,1.391,14390073791.625977,215396000.0,11.720618532415022,0.40648542417294464,0.08291574797888689,0.2767185253988932,5.7,66.80752563476562,1241000000.0,43452000000.0,3053000000.0,14967000000.0,3982000000.0,3.76,770931000.0
BBY,BBY,BBY,USA,2023,2023-01-31,Consumer Cyclical,Specialty Retail,United States,1.391,17223713952.026367,221264000.0,12.33635009185259,0.5076923076923077,0.08979307726381067,0.23096064014300405,6.31,77.84236907958984,1419000000.0,46298000000.0,2795000000.0,15803000000.0,3978000000.0,3.68,603964500.0
BBY,BBY,BBY,USA,2022,2022-01-31,Consumer Cyclical,Specialty Retail,United States,1.391,20050648196.05005,240560992.0,8.385265665035133,0.8125827814569536,0.1401965265082267,0.19640262805946496,9.94,83.34954071044922,2454000000.0,51761000000.0,3020000000.0,17504000000.0,3938000000.0,3.52,790454000.0
BDX,BDX,BDX,USA,2024,2024-09-30,Healthcare,Medical Instruments & Supplies,United States,0.277,67889869472.680664,289041984.0,39.4092150182532,0.06585808644598092,0.02976294382571658,0.29621503408682204,5.96,234.87892150878906,1705000000.0,20178000000.0,25889000000.0,57286000000.0,20110000000.0,3.8899999999999997,372929000.0
BDX,BDX,BDX,USA,2023,2023-09-30,Healthcare,Medical Instruments & Supplies,United States,0.277,71680842975.1836,290108992.0,49.7147803815078,0.05752606892274295,0.028116710875331564,0.22152362250395716,4.97,247.08245849609375,1484000000.0,19372000000.0,25797000000.0,52780000000.0,15879000000.0,3.6799999999999997,313699200.0
BDX,BDX,BDX,USA,2022,2022-09-30,Healthcare,Medical Instruments & Supplies,United States,0.277,60595899094.72656,287864000.0,35.497779267232296,0.07036626849141682,0.03360788906940718,0.26511695081685943,5.93,210.5018310546875,1779000000.0,18870000000.0,25282000000.0,52934000000.0,16065000000.0,3.49878,312060806.0
BDX,BDX,BDX,USA,2021,2021-09-30,Healthcare,Medical Instruments & Supplies,United States,0.277,64187831863.859375,287190016.0,,,,,,223.5030059814453,,,,,,3.278048,351738759.0
BEN,BEN,BEN,USA,2024,2024-09-30,Financial Services,Asset Management,United States,1.494,9926124036.780762,522998016.0,22.32856077306411,0.0371599203715992,0.014317177224352754,1.318430028831711,0.85,18.979276657104492,464800000.0,8478000000.0,12508100000.0,32464500000.0,13086900000.0,1.56,1006455500.0
BEN,BEN,BEN,USA,2023,2023-09-30,Financial Services,Asset Management,United States,1.494,11067026959.48938,510652992.0,12.600176833396734,0.07407966837012982,0.02930826129105082,1.061929282635654,1.72,21.672304153442383,882800000.0,7849400000.0,11916900000.0,30121200000.0,11752400000.0,0.8999999999999999,824808300.0
BEN,BEN,BEN,USA,2022,2022-09-30,Financial Services,Asset Management,United States,1.494,9162884648.192871,498356992.0,7.267267430723892,0.1125878026249281,0.04603964277314099,1.0217852084219459,2.53,18.386186599731445,1291900000.0,8275300000.0,11474600000.0,28060600000.0,9362500000.0,1.17,787349200.0
BEN,BEN,BEN,USA,2021,2021-09-30,Financial Services,Asset Management,United States,1.494,12229286748.567383,502854016.0,,,,,,24.31975555419922,,,,,,1.1300000000000001,743087500.0
BF-B,BF-B,BF-B,USA,2024,2024-04-30,Consumer Defensive,Beverages - Wineries & Distilleries,United States,0.403,21580556825.25586,471708992.0,21.278942019440407,0.2911572362809212,0.12539799167278962,0.14364782267212173,2.15,45.749725341796875,1024000000.0,4178000000.0,3517000000.0,8166000000.0,3100000000.0,0.881,525107800.0
BF-B,BF-B,BF-B,USA,2023,2023-04-30,Consumer Defensive,Beverages - Wineries & Distilleries,United States,0.403,29625308362.6239,481295008.0,37.76277647427986,0.23959608323133416,0.10068149672110069,0.09832809044023726,1.63,61.55332565307617,783000000.0,4228000000.0,3268000000.0,7777000000.0,2913000000.0,0.836,352174700.0
BF-B,BF-B,BF-B,USA,2022,2022-04-30,Consumer Defensive,Beverages - Wineries & Distilleries,United States,0.403,28396114839.36914,466377984.0,34.79227556501116,0.3061746437705517,0.13149223285736703,0.07990529735617906,1.75,60.88648223876953,838000000.0,3933000000.0,2737000000.0,6373000000.0,2269000000.0,0.7729999999999999,273650400.0
BG,BG,BG,USA,2024,2024-12-31,Consumer Defensive,Farm Products,United States,0.778,10490697644.34375,139627008.0,8.852447059661067,0.11469787148189246,0.0456644845174505,0.6786011990192414,8.48734,75.13372802734375,1137000000.0,53108000000.0,9913000000.0,24899000000.0,7119000000.0,2.7030000000000003,398389800.0
BG,BG,BG,USA,2023,2023-12-31,Consumer Defensive,Farm Products,United States,0.778,13847156172.668457,145288000.0,6.324374699481845,0.2067090590728965,0.08840454043827842,0.4156810198588793,15.07,95.3083267211914,2243000000.0,59540000000.0,10851000000.0,25372000000.0,5756000000.0,2.576,338891200.0
BG,BG,BG,USA,2022,2022-12-31,Consumer Defensive,Farm Products,United States,0.778,13104995942.687988,149800000.0,8.14561405192141,0.17454466608846486,0.06550040683482507,0.4290730057903899,10.739925,87.48328399658203,1610000000.0,67232000000.0,9224000000.0,24580000000.0,5623000000.0,2.3,362179800.0
BG,BG,BG,USA,2021,2021-12-31,Consumer Defensive,Farm Products,United States,0.778,11778221094.284058,140930000.0,5.7675489720826105,0.27096101186595384,0.0872412779713674,0.5790348088566387,14.490553,83.5749740600586,2078000000.0,59152000000.0,7669000000.0,23819000000.0,6820000000.0,2.05,297874300.0
BIIB,BIIB,BIIB,USA,2024,2024-12-31,Healthcare,Drug Manufacturers - General,United States,0.128,22283350436.540527,145719008.0,13.641391451288609,0.09764297678870543,0.0581904004734521,0.29754502218515344,11.21,152.9199981689453,1632200000.0,9675900000.0,16716000000.0,28049300000.0,6630300000.0,,304533900.0
BIIB,BIIB,BIIB,USA,2023,2023-12-31,Healthcare,Drug Manufacturers - General,United States,0.128,38790642341.85791,144898000.0,33.38029818641872,0.07845588334662217,0.04325232447252354,0.18917449046935608,8.02,267.7099914550781,1161100000.0,9835600000.0,14799400000.0,26844800000.0,7338200000.0,,256121000.0
BIIB,BIIB,BIIB,USA,2022,2022-12-31,Healthcare,Drug Manufacturers - General,United States,0.128,39258991152.08984,144000992.0,13.00715672150823,0.22741623687294277,0.1240892559694715,0.16847096183336138,20.96,272.6300048828125,3046900000.0,10173400000.0,13397900000.0,24554100000.0,6614000000.0,,322378500.0
BIIB,BIIB,BIIB,USA,2021,2021-12-31,Healthcare,Drug Manufacturers - General,United States,0.128,35242566371.6709,146892992.0,22.980842736489016,0.14281125530001285,0.06517068512771544,0.21574762518180107,10.44,239.9199981689453,1556100000.0,10981700000.0,10896200000.0,23877300000.0,7603500000.0,,352617900.0
BK,BK,BK,USA,2024,2024-12-31,Financial Services,Banks - Diversified,United States,1.12,54651074907.8916,727078016.0,12.870779429396539,0.109637446149378,0.010887748038763268,0.5741881573763654,5.84,75.16535186767578,4530000000.0,18258000000.0,41318000000.0,416064000000.0,31380000000.0,1.78,963540900.0
BK,BK,BK,USA,2023,2023-12-31,Financial Services,Banks - Diversified,United States,1.12,38297541791.88818,769073024.0,12.41820851466305,0.08099092469953396,0.008056075359193124,0.8286693744589637,4.01,49.79701614379883,3302000000.0,17488000000.0,40770000000.0,409877000000.0,31736000000.0,1.5799999999999998,1251854400.0
BK,BK,BK,USA,2022,2022-12-31,Financial Services,Banks - Diversified,United States,1.12,34326046164.70337,808280000.0,14.593819162689943,0.0627485638532921,0.00629893317364207,0.8988801055604079,2.91,42.468013763427734,2556000000.0,16186000000.0,40734000000.0,405783000000.0,30855000000.0,1.42,1212536500.0
BK,BK,BK,USA,2021,2021-12-31,Financial Services,Banks - Diversified,United States,1.12,43165074897.10571,835950016.0,12.382722301162977,0.08734953757494074,0.008457872639153268,0.6180922902044805,4.17,51.63595199584961,3759000000.0,15633000000.0,43034000000.0,444438000000.0,26680000000.0,1.3,1235706000.0
BKNG,BKNG,BKNG,USA,2024,2024-12-31,Consumer Cyclical,Travel Services,United States,1.254,163225490570.89844,33096700.0,28.188016635945356,-1.4631840796019902,0.2122852605745633,0.10464664520386732,174.96,4931.775390625,5882000000.0,23739000000.0,-4020000000.0,27708000000.0,17081000000.0,35.0,61302300.0
BKNG,BKNG,BKNG,USA,2023,2023-12-31,Consumer Cyclical,Travel Services,United States,1.254,119481356944.40918,34889900.0,28.857551485342757,-1.5630466472303206,0.17619751869197273,0.12372641538443568,118.67,3424.525634765625,4289000000.0,21365000000.0,-2744000000.0,24342000000.0,14783000000.0,,74259300.0
BKNG,BKNG,BKNG,USA,2022,2022-12-31,Consumer Cyclical,Travel Services,United States,1.254,77559135403.05176,38789400.0,26.0690096739529,1.0992092020129403,0.1205788415283309,0.16809109503671732,76.7,1999.4930419921875,3058000000.0,17090000000.0,2782000000.0,25361000000.0,13037000000.0,,103589500.0
BKNG,BKNG,BKNG,USA,2021,2021-12-31,Consumer Cyclical,Travel Services,United States,1.254,96925938303.95508,41059800.0,83.14914575719884,0.18857235351246357,0.04927879531322702,0.11634656519533368,28.39,2360.604248046875,1165000000.0,10958000000.0,6178000000.0,23641000000.0,11277000000.0,,87309000.0
BKR,BKR,BKR,USA,2024,2024-12-31,Energy,Oil & Gas Equipment & Services,United States,0.892,40073540147.2041,997811008.0,13.387151082356771,0.1763243563184374,0.07765294684982926,0.15029867533228705,3.0,40.16145324707031,2979000000.0,27829000000.0,16895000000.0,38363000000.0,6023000000.0,0.84,1778568200.0
BKR,BKR,BKR,USA,2023,2023-12-31,Energy,Oil & Gas Equipment & Services,United States,0.892,32811264683.6604,1013230016.0,16.778673162114437,0.12643154606975535,0.052591690350521046,0.18350405136923548,1.93,32.38283920288086,1943000000.0,25506000000.0,15368000000.0,36945000000.0,6021000000.0,0.78,1713761500.0
BKR,BKR,BKR,USA,2022,2022-12-31,Energy,Oil & Gas Equipment & Services,United States,0.892,27628689753.299072,1031550016.0,-43.90764705470351,-0.04175350840628039,-0.017582867675024136,0.2409813878055866,-0.61,26.78366470336914,-601000000.0,21156000000.0,14394000000.0,34181000000.0,6658000000.0,0.73,2531413100.0
BKR,BKR,BKR,USA,2021,2021-12-31,Energy,Oil & Gas Equipment & Services,United States,0.892,19686995058.371704,901420992.0,-80.88872697618272,-0.014767363452461227,-0.006202560326271666,0.3416976526917656,-0.27,21.839956283569336,-219000000.0,20502000000.0,14830000000.0,35308000000.0,6727000000.0,0.72,2108538800.0
BLDR,BLDR,BLDR,USA,2024,2024-12-31,Industrials,Building Products & Equipment,United States,1.565,16449098207.092285,115085000.0,15.65498276843168,0.2508799083899108,0.10185101018738768,0.26340805711354043,9.13,142.92999267578125,1077898000.0,16400492000.0,4296470000.0,10583086000.0,4332825000.0,,387031800.0
BLDR,BLDR,BLDR,USA,2023,2023-12-31,Industrials,Building Products & Equipment,United States,1.565,20399127462.280273,123347000.0,13.713101565739013,0.3255369265720146,0.1467271815710001,0.1820351388492628,12.06,165.3800048828125,1540555000.0,17097330000.0,4732351000.0,10499452000.0,3713358000.0,,488482700.0
BLDR,BLDR,BLDR,USA,2022,2022-12-31,Industrials,Building Products & Equipment,United States,1.565,9617951375.427246,147176000.0,3.8486453753899346,0.5540216492838584,0.2594929194084846,0.36280262436292404,16.98,65.3499984741211,2749369000.0,22726418000.0,4962566000.0,10595160000.0,3489418000.0,,612452700.0
BLDR,BLDR,BLDR,USA,2021,2021-12-31,Industrials,Building Products & Equipment,United States,1.565,16413549848.995605,191500992.0,10.02456129642955,0.35927596590179117,0.16103796565034365,0.20725260722366914,8.55,85.70999908447266,1725416000.0,19893856000.0,4802481000.0,10714343000.0,3401751000.0,,624278500.0
BLK,BLK,BLK,USA,2024,2024-12-31,Financial Services,Asset Management,United States,1.484,155578827814.5293,154879008.0,23.6635687550611,0.13409832613959363,0.045947408289146195,0.0914134667279697,42.45,1004.5184936523438,6369000000.0,20407000000.0,47495000000.0,138615000000.0,14222000000.0,20.4,149188400.0
BLK,BLK,BLK,USA,2023,2023-12-31,Financial Services,Asset Management,United States,1.484,113941904070.55664,148762000.0,20.785188713746606,0.13983276996975627,0.0446551038462475,0.08514865605538939,36.85,765.9342041015625,5502000000.0,17859000000.0,39347000000.0,123211000000.0,9702000000.0,20.0,161131200.0
BLK,BLK,BLK,USA,2022,2022-12-31,Financial Services,Asset Management,United States,1.484,99484865424.80469,150196000.0,19.305361217119643,0.13718736752861382,0.04402013126126433,0.085329562077122,34.31,662.366943359375,5178000000.0,17873000000.0,37744000000.0,117628000000.0,8489000000.0,19.52,213545200.0
BLK,BLK,BLK,USA,2021,2021-12-31,Financial Services,Asset Management,United States,1.484,125802828257.38281,151916992.0,21.450674135970807,0.15655426737059933,0.038657565117132225,0.07406828708919085,38.60496,828.1024169921875,5901000000.0,19374000000.0,37693000000.0,152648000000.0,9318000000.0,16.52,142122900.0
BMY,BMY,BMY,USA,2024,2024-12-31,Healthcare,Drug Manufacturers - General,United States,0.302,109281766285.58203,2028179968.0,-12.21807051678093,-0.5477808386899296,-0.09662753906460914,0.46851365731224476,-4.41,53.881690979003906,-8948000000.0,48300000000.0,16335000000.0,92603000000.0,51200000000.0,2.4,3520482700.0
BMY,BMY,BMY,USA,2023,2023-12-31,Healthcare,Drug Manufacturers - General,United States,0.302,97348100660.15332,2034759936.0,12.330553703701373,0.2726809378185525,0.08433253817295264,0.4259353774631179,3.88,47.84254837036133,8025000000.0,45006000000.0,29430000000.0,95159000000.0,41464000000.0,2.28,2581633500.0
