Ticker,YahooTicker,Nom,Zone,AnneeFiscale,DateRapport,Sector,Industry,Country,Beta,MarketCapitalizationBN,SharesOutstandingMn,PER_calcule,ROE_calcule,ROA_calcule,DebtToEquity_calcule,EPS,EOD_Close_Price,NetIncomeBN,TotalRevenueBN,TotalEquityBN,TotalAssetsBN,TotalDebtBN,Dividendes_Annuels,Annual_Volume_Traded_BN,%MargeNette,%PayOut,Croissance de l'EPS (en %)
EKTA B,EKTA-B.ST,Elekta AB - Class B Shares,Eurostoxx,2024,2024-04-30,Healthcare,Medical Devices,Sweden,1.059,28.336344185206052,382.083008,21.748620533873257,0.1208352668213457,0.0414478082322605,0.2557845836649621,3.41,74.16279602050781,1.302,18.119,10.775,31.413,7.248,2.4,0.296779228,7.185827032396931,70.38123167155425,38.056680161943326
EL,EL.PA,EssilorLuxottica,Eurostoxx,2022,2022-12-31,Healthcare,Medical Instruments & Supplies,France,0.72,70.48798633311328,444.854016,32.53633471729819,0.0574556134027499,0.0355344198411518,0.1731358864803732,4.87,158.4519500732422,2.152,24.494,37.455,60.561,12.204,2.51,0.143333377,8.785825100024496,51.5400410677618,
EL,EL.PA,EssilorLuxottica,Eurostoxx,2023,2023-12-31,Healthcare,Medical Instruments & Supplies,France,0.72,77.36415741918945,451.544,33.52886282067943,0.0598603519966526,0.0378203327660558,0.1506770110199454,5.11,171.33248901367188,2.289,25.395,38.239,60.523,11.657,3.23,0.118245029,9.013585351447135,63.20939334637964,4.928131416837789
EL,EL.PA,EssilorLuxottica,Eurostoxx,2024,2024-12-31,Healthcare,Medical Instruments & Supplies,France,0.72,106.9186540547036,461.079008,44.59383157583383,0.0584257975034674,0.0367079546869164,0.1236079907369409,5.2,231.88792419433597,2.359,26.508,40.376,64.264,13.216,3.95,0.110282465,8.899200241436548,75.96153846153845,1.7612524461839474
ELE,ELE.MC,Endesa S.A.,Eurostoxx,2021,2021-12-31,Utilities,Utilities - Regulated Electric,Spain,0.646,16.91102032962488,1058.590016,11.74635466407327,0.266728624535316,0.0359037229783827,0.6136826635953909,1.36,15.975042343139648,1.435,20.522,5.38,39.968,10.378,1.8136,0.406346769,6.992495858103499,133.35294117647058,
ELE,ELE.MC,Endesa S.A.,Eurostoxx,2022,2022-12-31,Utilities,Utilities - Regulated Electric,Spain,0.646,15.777560058377196,1058.590016,6.210131645202637,0.4572611121108512,0.0507519923302774,1.1717908175658427,2.4,14.904315948486328,2.541,32.54,5.557,50.067,18.488,0.9372,0.324484195,7.808850645359558,39.050000000000004,76.47058823529409
ELE,ELE.MC,Endesa S.A.,Eurostoxx,2023,2023-12-31,Utilities,Utilities - Regulated Electric,Spain,0.646,18.0849474513125,1058.499968,24.40778459821429,0.10574319509762,0.0179734999878884,0.7590290232777964,0.7,17.08544921875,0.742,25.064,7.017,41.283,13.727,2.0854,0.340959328,2.9604213214171717,297.9142857142857,-70.83333333333333
ELE,ELE.MC,Endesa S.A.,Eurostoxx,2024,2024-12-31,Utilities,Utilities - Regulated Electric,Spain,0.646,20.818964527816767,1058.52,11.0494345761417,0.2327990135635018,0.0505556299370732,0.5040596512847066,1.78,19.667993545532227,1.888,20.927,8.11,37.345,10.494,0.5,0.331706062,9.021837817173987,28.08988764044944,154.2857142857143
ELIS,ELIS.PA,Elis.,Eurostoxx,2021,2021-12-31,Industrials,Specialty Business Services,France,1.241,3.11985618596077,223.942,27.31673857745002,0.0379356123464985,0.0142109385684624,1.2043824381741064,0.51,13.931536674499512,0.1143,3.0483,3.013,8.0431,3.7575,0.0,0.09884271,3.7496309418364335,0.0,
ELIS,ELIS.PA,Elis.,Eurostoxx,2022,2022-12-31,Industrials,Specialty Business Services,France,1.241,2.999196258655548,229.978,14.819580858403986,0.0630857854585084,0.0234645541618892,1.3169194875464851,0.88,13.041231155395508,0.2026,3.8209,3.2115,8.6343,3.9497,0.37,0.096214388,5.302415661231647,42.04545454545455,72.54901960784315
ELIS,ELIS.PA,Elis.,Eurostoxx,2023,2023-12-31,Industrials,Specialty Business Services,France,1.241,4.213257242922364,233.931008,15.938657574949012,0.0753625690607734,0.0281404119524223,1.0037364813420977,1.13,18.010683059692383,0.2619,4.3094,3.4752,9.3069,4.229,0.41,0.083375752,6.07741216874739,36.283185840707965,28.409090909090896
ELIS,ELIS.PA,Elis.,Eurostoxx,2024,2024-12-31,Industrials,Specialty Business Services,France,1.241,4.409118723258056,237.852992,12.9630482280171,0.0938802734700683,0.0359844046274793,0.9671093630359544,1.43,18.537158966064453,0.3378,4.5737,3.5982,9.3874,4.2641,0.43,0.088121771,7.38570522771498,30.069930069930074,26.54867256637168
ELISA,ELISA.HE,Elisa Oyj - Class A Shares,Eurostoxx,2021,2021-12-31,Communication Services,Telecom Services,Finland,0.387,7.311327817329407,160.838,21.14312282828397,0.2868592419435632,0.1134592524105138,0.1823335012882705,2.15,45.45771408081055,0.3436,1.9979,1.1978,3.0284,1.3331,1.95,0.080339947,17.198057960858904,90.69767441860466,
ELISA,ELISA.HE,Elisa Oyj - Class A Shares,Eurostoxx,2022,2022-12-31,Communication Services,Telecom Services,Finland,0.387,6.904169212875366,160.26,18.489721404636366,0.3001203369434416,0.1206462848297213,0.197156233868304,2.33,43.081050872802734,0.3741,2.1295,1.2465,3.1008,1.3612,2.05,0.071109664,17.567504108945762,87.98283261802574,8.372093023255811
ELISA,ELISA.HE,Elisa Oyj - Class A Shares,Eurostoxx,2023,2023-12-31,Communication Services,Telecom Services,Finland,0.387,6.087421598632813,160.388,16.219805856036327,0.2907625542467452,0.1200793701593804,0.2246435502852521,2.34,37.954345703125,0.3752,2.1805,1.2904,3.1246,1.3675,2.15,0.064239473,17.207062600321027,91.88034188034189,0.42918454935620964
ELISA,ELISA.HE,Elisa Oyj - Class A Shares,Eurostoxx,2024,2024-12-31,Communication Services,Telecom Services,Finland,0.387,6.44645961864624,160.408992,18.0213654522404,0.2788020225593154,0.106781074961268,0.2423966165056265,2.23,40.187644958496094,0.3584,2.1915,1.2855,3.3564,1.5626,2.25,0.069660236,16.354095368469086,100.89686098654708,-4.700854700854695
ELUX B,ELUX-B.ST,Electrolux AB - Class B Shares,Eurostoxx,2021,2021-12-31,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Sweden,1.008,58.67495458263477,283.227008,12.70176684615219,0.2514513007955278,0.0434730082615443,0.3207842278512899,16.31,207.1658172607422,4.678,125.631,18.604,107.607,18.822,25.0,0.341707764,3.723603250790012,153.28019619865114,
EMSN,EMSN.SW,Ems-Chemie Holding AG,Eurostoxx,2021,2021-12-31,Basic Materials,Specialty Chemicals,Switzerland,0.774,21.493407488586424,23.389,39.0545547945774,0.3059122920241675,0.236729763631577,0.0009031141297771,23.53,918.9536743164062,0.55032,2.253846,1.798947,2.324676,0.019411,17.0,0.003663535,24.416929994329696,72.24819379515512,
EMSN,EMSN.SW,Ems-Chemie Holding AG,Eurostoxx,2022,2022-12-31,Basic Materials,Specialty Chemicals,Switzerland,0.774,13.8062380491333,23.389,25.946710272149726,0.2930408175403736,0.2297495682210708,0.0009795572082613,22.75,590.2876586914062,0.5321,2.441909,1.815788,2.316,0.013524,21.0,0.003687148,21.790328796036217,92.3076923076923,-3.314917127071826
EMSN,EMSN.SW,Ems-Chemie Holding AG,Eurostoxx,2023,2023-12-31,Basic Materials,Specialty Chemicals,Switzerland,0.774,14.801391176879886,23.389,32.35355681436925,0.2627013844155934,0.2111425502225963,0.0021847270715006,19.56,632.8355712890625,0.457578,2.188967,1.741818,2.167152,0.032337,20.0,0.003341372,20.9038327210963,102.24948875255623,-14.021978021978033
EMSN,EMSN.SW,Ems-Chemie Holding AG,Eurostoxx,2024,2024-12-31,Basic Materials,Specialty Chemicals,Switzerland,0.774,13.97047098764038,23.5979,30.05186748988737,0.2511188376731664,0.2068940435144347,0.0006286115913893,19.7,592.0217895507812,0.460788,2.070768,1.83494,2.227169,0.008782,16.0,0.002953321,22.252034027954842,81.21827411167513,0.7157464212679043
EN,EN.PA,Bouygues,Eurostoxx,2021,2021-12-31,Industrials,Engineering & Construction,France,0.676,9.593425197984377,379.627008,8.566325559454448,0.100951184493898,0.0252004838492899,0.9709774984180964,2.95,25.270660400390625,1.125,37.589,11.144,44.642,9.315,1.7,0.257469079,2.9928968581233875,57.627118644067785,
EN,EN.PA,Bouygues,Eurostoxx,2022,2022-12-31,Industrials,Engineering & Construction,France,0.676,9.022904706482116,372.352992,9.502794602338009,0.0796757287913527,0.0160574304810627,1.7699400048553149,2.55,24.232126235961918,0.973,44.398,12.212,60.595,15.97,1.8,0.287431409,2.1915401594666424,70.58823529411765,-13.559322033898313
EN,EN.PA,Bouygues,Eurostoxx,2023,2023-12-31,Industrials,Engineering & Construction,France,0.676,11.81532378063037,378.995008,11.254659714681576,0.0838168923275306,0.0171204688374543,1.2554882350594865,2.77,31.17540740966797,1.04,56.017,12.408,60.746,14.834,1.8,0.238038839,1.8565792527268508,64.98194945848375,8.62745098039217
EN,EN.PA,Bouygues,Eurostoxx,2024,2024-12-31,Industrials,Engineering & Construction,France,0.676,10.192017530639648,376.396,9.670682634626116,0.0833070866141732,0.0167712890748842,1.4464260835189906,2.8,27.077911376953125,1.058,56.752,12.7,63.084,14.742,1.9,0.200406006,1.8642514801240486,67.85714285714286,1.0830324909747224
ENEL,ENEL.MI,Enel Spa,Eurostoxx,2021,2021-12-31,Utilities,Utilities - Diversified,Italy,0.878,56.19558093285791,10161.800192,17.838971845565304,0.1075439247293697,0.0154102638445926,1.262003147271198,0.31,5.530081272125244,3.189,68.372,29.653,206.94,70.919,0.358,6.257204782,4.664190019306149,115.48387096774194,
ENEL,ENEL.MI,Enel Spa,Eurostoxx,2022,2022-12-31,Utilities,Utilities - Diversified,Italy,0.878,43.160862595511716,10159.500288,28.322168986002605,0.0586983074507066,0.0076498358150577,2.03668311321334,0.15,4.248325347900391,1.682,102.666,28.655,219.874,87.905,0.38,6.940730275,1.6383223267683555,253.33333333333337,-51.61290322580645
ENEL,ENEL.MI,Enel Spa,Eurostoxx,2023,2023-12-31,Utilities,Utilities - Diversified,Italy,0.878,59.934096913259765,10157.599744,18.438810110092163,0.1082664147378365,0.0176105396877433,1.2272980454924702,0.32,5.900419235229492,3.438,82.499,31.755,195.224,73.557,0.4,6.243875718,4.167323240281701,125.0,113.33333333333333
ENEL,ENEL.MI,Enel Spa,Eurostoxx,2024,2024-12-31,Utilities,Utilities - Diversified,Italy,0.878,66.96499267985156,10154.600448,9.842607868251516,0.2079985769766683,0.0374908490480338,1.050578775336259,0.67,6.594547271728516,7.016,70.649,33.731,187.139,70.352,0.43,5.893001088,9.930784582938188,64.17910447761194,109.375
ENG,ENG.MC,Enagas SA,Eurostoxx,2021,2021-12-31,Utilities,Utilities - Regulated Gas,Spain,0.352,3.924323224472046,261.488,9.718099375628888,0.1308815951099198,0.0408990817845921,1.3402851139275382,1.5443,15.007660865783691,0.403826,0.975686,3.08543,9.873718,5.259712,1.6880000000000002,0.268580473,41.38893045508493,109.30518681603316,
ENG,ENG.MC,Enagas SA,Eurostoxx,2022,2022-12-31,Utilities,Utilities - Regulated Gas,Spain,0.352,3.4138484848878785,264.240992,8.984943848590094,0.1173457294971927,0.0399820100425841,1.296827911255529,1.4379,12.919450759887695,0.375774,0.9571,3.202281,9.398577,4.427174,1.708,0.265774966,39.261728137080766,118.78433827108978,-6.889853007835267
ENG,ENG.MC,Enagas SA,Eurostoxx,2023,2023-12-31,Utilities,Utilities - Regulated Gas,Spain,0.352,3.615465761335373,261.266,10.553886426375216,0.1148002839440879,0.0402629750789618,1.0527443077193446,1.3112,13.838255882263184,0.342528,0.90757,2.983686,8.50727,3.806161,1.728,0.218927727,37.74122106283813,131.7876754118365,-8.811461158634126
ENGI,ENGI.PA,Engie,Eurostoxx,2021,2021-12-31,Utilities,Utilities - Diversified,France,0.516,22.358727730582032,2420.199936,6.327657830225278,0.0989646689914308,0.0162470654542388,1.835882635837771,1.46,9.238380432128906,3.661,57.866,36.993,225.333,41.048,0.53,1.418750373,6.326685791310959,36.3013698630137,
ENGI,ENGI.PA,Engie,Eurostoxx,2023,2023-12-31,Utilities,Utilities - Diversified,France,0.516,32.52571125992285,2427.830016,15.2238975871693,0.0734604251921349,0.0113440197287299,1.4538344641294758,0.88,13.397029876708984,2.208,82.566,30.057,194.64,47.287,1.4,1.192798107,2.67422425695807,159.0909090909091,-39.726027397260275
ENGI,ENGI.PA,Engie,Eurostoxx,2024,2024-12-31,Utilities,Utilities - Diversified,France,0.516,34.19973563674512,2425.750016,8.493146551660745,0.1188216228730177,0.0216625163550415,1.5206842693872251,1.66,14.098623275756836,4.106,73.812,34.556,189.544,52.007,1.43,1.438463644,5.562781119601149,86.14457831325302,88.63636363636363
ENI,ENI.MI,Eni Spa,Eurostoxx,2021,2021-12-31,Energy,Oil & Gas Integrated,Italy,0.547,33.50423524504297,3539.760128,5.878953163668236,0.1309944415689628,0.0422531121837912,0.988860057771407,1.61,9.46511459350586,5.821,76.575,44.437,137.765,33.131,0.6699999999999999,4.332140164,7.6016976820111,41.61490683229813,
ENI,ENI.MI,Eni Spa,Eurostoxx,2022,2022-12-31,Energy,Oil & Gas Integrated,Italy,0.547,39.37457647015503,3523.24992,2.8221315807766385,0.2536021475921766,0.0912837704594754,0.8093547374193388,3.96,11.175641059875488,13.887,132.512,54.759,152.13,31.868,0.87,3.717355418,10.479805602511473,21.96969696969697,145.96273291925462
ENI,ENI.MI,Eni Spa,Eurostoxx,2023,2023-12-31,Energy,Oil & Gas Integrated,Italy,0.547,43.674627096064455,3223.940096,9.607781755163314,0.0897074308062575,0.0334558153233384,0.779972314934078,1.41,13.546972274780272,4.771,93.717,53.184,142.606,34.065,0.91,2.905992311,5.090858648911083,64.53900709219859,-64.3939393939394
ENI,ENI.MI,Eni Spa,Eurostoxx,2024,2024-12-31,Energy,Oil & Gas Integrated,Italy,0.547,38.7339290702605,3087.180032,15.881901753099658,0.0497110921663351,0.0178577504951034,0.9511815838039438,0.79,12.54670238494873,2.624,88.797,52.785,146.939,36.843,0.97,2.689371456,2.9550547878869784,122.78481012658227,-43.97163120567376
ENR,ENR.DE,Siemens Energy AG,Eurostoxx,2024,2024-09-30,Industrials,Specialty Industrial Machinery,Germany,1.808,27.00158808170459,816.497984,24.138685908630816,0.1304683195592286,0.0232731847309038,0.1394732779644068,1.37,33.06999969482422,1.184,34.465,9.075,50.874,3.766,0.0,0.839545513,3.4353692151457995,0.0,
ENX,ENX.PA,Euronext N.V.,Eurostoxx,2021,2021-12-31,Financial Services,Financial Data & Stock Exchanges,Netherlands,0.943,8.733326013381959,106.422,19.084456687749817,0.1133198778589456,0.0028329411627309,0.3587904533964129,4.3,82.06316375732422,0.413344,1.288955,3.647586,145.906313,3.133434,1.47,0.04944693,32.06814822860379,34.18604651162791,
ENX,ENX.PA,Euronext N.V.,Eurostoxx,2022,2022-12-31,Financial Services,Financial Data & Stock Exchanges,Netherlands,0.943,6.913223276473999,106.582,15.82023248439882,0.1118627213770581,0.002499907215653,0.4476414078120711,4.1,64.86295318603516,0.437827,1.413861,3.913967,175.1373,3.094645,1.93,0.033117996,30.96676405955041,47.07317073170732,-4.651162790697683
ENX,ENX.PA,Euronext N.V.,Eurostoxx,2023,2023-12-31,Financial Services,Financial Data & Stock Exchanges,Netherlands,0.943,7.956362116394043,106.939,15.372095029216169,0.1301589506121994,0.0027100145874219,0.3906795536109628,4.84,74.40093994140625,0.513567,1.473536,3.945691,189.507098,3.108388,2.22,0.037482663,34.8526944709868,45.867768595041326,18.048780487804894
ENX,ENX.PA,Euronext N.V.,Eurostoxx,2024,2024-12-31,Financial Services,Financial Data & Stock Exchanges,Netherlands,0.943,11.010912164489746,103.718,18.789737667657636,0.1379380119783047,0.0020980549007328,0.2829490375963212,5.65,106.16201782226562,0.585571,1.624888,4.245175,279.101848,3.115527,2.48,0.041050084,36.037622285351354,43.89380530973451,16.73553719008265
EPI A,EPI-A.ST,Epiroc AB - Class A Shares,Eurostoxx,2021,2021-12-31,Industrials,Farm & Heavy Construction Machinery,Sweden,1.055,248.8055941083437,1142.450048,37.22777276976496,0.2743208053169575,0.1452771545602371,0.0369043149246943,5.85,217.782470703125,7.058,39.645,25.729,48.583,9.182,5.5,0.283926929,17.803001639551013,94.01709401709402,
EPI A,EPI-A.ST,Epiroc AB - Class A Shares,Eurostoxx,2022,2022-12-31,Industrials,Farm & Heavy Construction Machinery,Sweden,1.055,212.38640445768945,1157.859968,26.35490373633374,0.2543004239854634,0.1359177727419876,0.0505729169784959,6.96,183.4301300048828,8.397,49.694,33.02,61.78,10.741,3.0,0.278410597,16.897412162434097,43.10344827586207,18.974358974358974
EPI A,EPI-A.ST,Epiroc AB - Class A Shares,Eurostoxx,2023,2023-12-31,Industrials,Farm & Heavy Construction Machinery,Sweden,1.055,223.8670328100586,1153.12,24.826122001004038,0.2561240562707077,0.1391331287619497,0.0605895375917563,7.82,194.1402740478516,9.431,60.343,36.822,67.784,13.564,3.4,0.22259252,15.628987620767939,43.47826086956522,12.356321839080465
EPI A,EPI-A.ST,Epiroc AB - Class A Shares,Eurostoxx,2024,2024-12-31,Industrials,Farm & Heavy Construction Machinery,Sweden,1.055,224.169983509418,1167.410048,26.559245635859696,0.204200481792455,0.1044515426670973,0.0962037809986008,7.23,192.0233459472656,8.731,63.604,42.757,83.589,21.566,3.8,0.228609181,13.727124080246526,52.55878284923927,-7.544757033248084
EQNR,EQNR.OL,Equinor ASA,Eurostoxx,2022,2022-12-31,Energy,Oil & Gas Integrated,Norway,-0.297,878.933524601625,3124.570112,31.04828082962541,0.5324516559235386,0.1819125306130198,0.0365977620600825,9.06,281.29742431640625,28.746,149.004,53.988,158.021,32.167,16.652616000000002,1.042490191,19.29209954095192,183.80370860927152,
ERF,ERF.PA,Eurofins Scientific S.E.,Eurostoxx,2021,2021-12-31,Healthcare,Diagnostics & Research,Luxembourg,0.877,19.73809654265308,191.328992,25.223257722364952,0.1683879851966606,0.0838592844207751,0.1395321982567327,4.09,103.16312408447266,0.7826,6.7177,4.6476,9.3323,2.7541,0.68,0.086104551,11.64982062312994,16.62591687041565,
ERF,ERF.PA,Eurofins Scientific S.E.,Eurostoxx,2022,2022-12-31,Healthcare,Diagnostics & Research,Luxembourg,0.877,12.246670733207704,193.026,20.014418111614624,0.1276008448171305,0.0605147022363266,0.2715431869154998,3.17,63.44570541381836,0.6102,6.7121,4.7821,10.0835,3.3255,1.0,0.102731088,9.091044531517706,31.545741324921135,-22.49388753056235
ERF,ERF.PA,Eurofins Scientific S.E.,Eurostoxx,2023,2023-12-31,Healthcare,Diagnostics & Research,Luxembourg,0.877,11.293296081592896,193.463008,36.257420415463656,0.0610930576070901,0.0284885109196774,0.3476841456764654,1.61,58.37444686889648,0.3102,6.5146,5.0775,10.8886,3.9265,1.0,0.100892261,4.761612378350167,62.11180124223602,-49.211356466876964
ERF,ERF.PA,Eurofins Scientific S.E.,Eurostoxx,2024,2024-12-31,Healthcare,Diagnostics & Research,Luxembourg,0.877,9.219963598983764,189.086,22.89234215105084,0.0761191234313541,0.0373241247566217,0.3915742140671717,2.13,48.76068878173828,0.4064,6.951,5.339,10.8884,3.6103,0.5,0.096132672,5.84664077111207,23.474178403755868,32.29813664596273
ERIC B,ERIC-B.ST,Telefonaktiebolaget L M Ericsson - Class B Shares,Eurostoxx,2021,2021-12-31,Technology,Communication Equipment,Sweden,0.496,285.35437352658397,3331.079936,12.56073646881014,0.2086324982762583,0.074257069375094,0.144150585433967,6.82,85.66422271728516,22.694,232.314,108.775,305.614,41.134,2.0,1.813871837,9.768675155177906,29.325513196480934,
ERIC B,ERIC-B.ST,Telefonaktiebolaget L M Ericsson - Class B Shares,Eurostoxx,2022,2022-12-31,Technology,Communication Equipment,Sweden,0.496,181.75750696634373,3298.959872,9.803451592387676,0.1388876526176806,0.05356800567608,0.2323645427631251,5.62,55.09539794921875,18.724,271.546,134.814,349.537,42.234,2.5,2.032039322,6.895332650821592,44.48398576512456,-17.59530791788857
ESSITY B,ESSITY-B.ST,Essity Aktiebolag (publ) - Class B Shares,Eurostoxx,2021,2021-12-31,Consumer Defensive,Household & Personal Products,Sweden,0.212,184.04785099802345,702.467968,21.35303749140434,0.1439690015699636,0.0492430734075978,0.3087892615524771,12.27,262.00177001953125,8.62,101.466,59.874,175.05,56.832,6.75,0.354640617,8.495456606153786,55.012224938875306,
ESSITY B,ESSITY-B.ST,Essity Aktiebolag (publ) - Class B Shares,Eurostoxx,2022,2022-12-31,Consumer Defensive,Household & Personal Products,Sweden,0.212,176.7371481781582,699.396992,31.866245341932338,0.0826626674190003,0.0264339981006647,0.3767063160535253,7.93,252.69932556152344,5.567,131.32,67.346,210.6,66.578,7.0,0.376493722,4.2392628693268355,88.27238335435057,-35.370823145884266
ESSITY B,ESSITY-B.ST,Essity Aktiebolag (publ) - Class B Shares,Eurostoxx,2023,2023-12-31,Consumer Defensive,Household & Personal Products,Sweden,0.212,165.5734278100586,699.68,17.400121127857883,0.1348558845947548,0.0470656623627415,0.337131390817343,13.6,236.6416473388672,9.554,147.147,70.846,202.993,55.82,7.25,0.3375305,6.492826900990167,53.30882352941176,71.50063051702395
ESSITY B,ESSITY-B.ST,Essity Aktiebolag (publ) - Class B Shares,Eurostoxx,2024,2024-12-31,Consumer Defensive,Household & Personal Products,Sweden,0.212,200.55784489817188,695.065984,9.672981694445609,0.2365196911022035,0.112735044580212,0.2182761787364969,29.83,288.5450439453125,20.888,145.546,88.314,185.284,43.777,7.75,0.320930809,14.351476509144877,25.9805564867583,119.33823529411765
ETL,ETL.PA,Eutelsat Communications,Eurostoxx,2022,2022-06-30,Technology,Communication Equipment,France,-0.348,2.2842594559707643,230.268,12.707299124825097,0.0831022935944982,0.0304742790746804,1.524476561056893,0.780654,9.920003890991213,0.2308,1.1517,2.7773,7.5736,3.4823,0.724559,0.148641531,20.0399409568464,92.81435821759703,
ETL,ETL.PA,Eutelsat Communications,Eurostoxx,2023,2023-06-30,Technology,Communication Equipment,France,-0.348,1.4854985490898438,248.619008,6.052998847785127,0.1058380667495714,0.0424920386462999,2.193741624316394,0.987114,5.974999904632568,0.3149,1.1313,2.9753,7.4108,3.2588,0.0,0.125008181,27.835233801820912,0.0,26.44705593002792
EVK,EVK.DE,Evonik Industries AG,Eurostoxx,2021,2021-12-31,Basic Materials,Specialty Chemicals,Germany,0.735,10.545489837646484,466.0,14.14362907409668,0.080310044138228,0.0334769341231376,0.3455505676930469,1.6,22.629806518554688,0.746,14.955,9.289,22.284,3.644,1.15,0.180371807,4.988298228017386,71.87499999999999,
EVK,EVK.DE,Evonik Industries AG,Eurostoxx,2022,2022-12-31,Basic Materials,Specialty Chemicals,Germany,0.735,7.15029504776001,466.0,13.227569645848767,0.0492072170585019,0.0247592847317744,0.5908847078028725,1.16,15.34398078918457,0.54,18.488,10.974,21.81,4.225,1.17,0.206233582,2.92081350064907,100.86206896551724,-27.500000000000014
EVK,EVK.DE,Evonik Industries AG,Eurostoxx,2024,2024-12-31,Basic Materials,Specialty Chemicals,Germany,0.735,7.346794137954712,466.0,32.845109701156616,0.0246119733924611,0.0112405063291139,0.5146462428376413,0.48,15.765652656555176,0.222,15.157,9.02,19.75,3.781,1.17,0.240704413,1.4646697895361878,243.75,-58.62068965517242
EVR,EVR.L,Evraz Plc,Eurostoxx,2021,2021-12-31,Basic Materials,Steel,United Kingdom,0.799,8.77547902828711,1458.690048,2.8923075932722826,1.4771178188899707,0.307895270955957,0.4116014622514605,2.08,6.015999794006348,3.034,13.486,2.054,9.854,3.612,90.5,0.547167084,22.497404716001775,4350.961538461538,
EVT,EVT.DE,Evotec SE,Eurostoxx,2021,2021-12-31,Healthcare,Drug Manufacturers - Specialty & Generic,Germany,1.15,7.245299206742676,173.915008,32.04615372877854,0.1564290821196427,0.0964181103732572,0.0707930736004201,1.3,41.65999984741211,0.21551,0.618034,1.377685,2.235161,0.512917,0.0,0.127241868,34.870249856803994,0.0,
EXO,EXO.AS,Exor N.V.,Eurostoxx,2022,2022-12-31,Industrials,Farm & Heavy Construction Machinery,Netherlands,0.404,15.777495258865356,228.474,3.757943887008913,0.2049255829737722,0.050502395488596,2.133545245788324,18.376,69.05597686767578,4.227,41.845,20.627,83.699,33.662,0.0,0.01242286,10.101565300513803,0.0,
EXO,EXO.AS,Exor N.V.,Eurostoxx,2023,2023-12-31,Industrials,Farm & Heavy Construction Machinery,Netherlands,0.404,31.449991022521974,350.936,4.614843478560431,0.1802475502836513,0.0442503086126673,1.2078222843624171,19.419392,89.6174545288086,4.194,48.667,23.268,94.779,37.986,0.44,0.04187428,8.617749193498675,2.2657763950591248,5.678014801915521
EXO,EXO.AS,Exor N.V.,Eurostoxx,2024,2024-12-31,Industrials,Farm & Heavy Construction Machinery,Netherlands,0.404,29.897920532226557,339.6,1.2895654790377362,0.3839369831466555,0.3455252001884126,0.1367988116628862,68.27,88.03863525390625,14.671,15.195,38.212,42.46,4.09,0.46,0.036338379,96.55149720302731,0.6737952248425371,251.55580566065098
FABG,FABG.ST,Fabege AB.,Eurostoxx,2021,2021-12-31,Real Estate,Real Estate Services,Sweden,1.471,43.85195740500586,321.998016,8.140289434329237,0.1195377872227387,0.0613720052734463,0.7181435416701621,16.73,136.18704223632812,5.4,2.951,45.174,87.988,31.492,3.6,0.151877505,182.98881735005082,21.518230723251644,
FABG,FABG.ST,Fabege AB.,Eurostoxx,2022,2022-12-31,Real Estate,Real Estate Services,Sweden,1.471,27.013893420166017,320.252,11.261947896674732,0.052203717537461,0.0258028083359577,1.280267137434625,7.49,84.35198974609375,2.376,3.327,45.514,92.083,34.585,3.0,0.16780448,71.41568981064022,40.053404539385845,-55.23012552301255
FBK,FBK.MI,Finecobank SpA,Eurostoxx,2021,2021-12-31,Financial Services,Banks - Regional,Italy,0.749,8.203403618356568,609.777024,21.55948755068657,0.2204723543068467,0.0112412978053232,0.0685814115912912,0.624,13.453120231628418,0.380711,0.94764,1.726797,33.867175,0.562601,0.53,0.507784856,40.17464437972226,84.93589743589745,
FBK,FBK.MI,Finecobank SpA,Eurostoxx,2022,2022-12-31,Financial Services,Banks - Regional,Italy,0.749,8.457938538664063,609.982976,19.723840661951016,0.2243015456996634,0.0118146725492112,0.0663609693348107,0.703,13.865859985351562,0.428505,1.085736,1.910397,36.268885,0.561277,0.39,0.529358768,39.466776453944604,55.476529160739695,12.660256410256409
FBK,FBK.MI,Finecobank SpA,Eurostoxx,2023,2023-12-31,Financial Services,Banks - Regional,Italy,0.749,7.661391323890137,610.540032,12.548548698425291,0.2775357273693247,0.0182827015491194,0.1136407165739084,1.0,12.548548698425291,0.609101,1.404472,2.194676,33.3157,0.870646,0.49,0.734491679,43.36868232332151,49.0,42.247510668563315
FBK,FBK.MI,Finecobank SpA,Eurostoxx,2024,2024-12-31,Financial Services,Banks - Regional,Italy,0.749,9.952122918101074,612.556032,15.216535610996305,0.2730011819301958,0.0188038986743191,0.0872577647147565,1.067712,16.246877670288086,0.652285,1.523534,2.389312,34.688817,0.8684,0.69,0.546120763,42.81394442132569,64.62416831505125,6.771199999999999
FER,FER,Ferrovial S.A.,Eurostoxx,2024,2024-12-31,Industrials,Engineering & Construction,Netherlands,0.756,29.851649508240236,722.419968,9.244236956773456,0.5331687242798354,0.1116935066726438,0.3863103108193975,4.47,41.321739196777344,3.239,9.147,6.075,28.999,11.532,0.8680000000000001,0.0058609,35.410517109434785,19.418344519015662,
FERG,FERG,Ferguson Plc.,Eurostoxx,2022,2022-07-31,Industrials,Industrial Distribution,United States,1.129,24.61521371414185,211.316,11.947213197365786,0.4548767416934619,0.1354958176361662,0.2083264463819739,9.75,116.4853286743164,2.122,28.566,4.665,15.661,5.128,3.5,0.253901,7.428411398165652,35.8974358974359,
