Ticker,YahooTicker,Nom,Zone,Sector,Industry,Country,Beta,AnneeFiscale,DateRapport,PER_calcule,ROE_calcule,ROA_calcule,DebtToEquity_calcule,EPS,EOD_Close_Price,NetIncome,TotalRevenue,TotalEquity,TotalAssets,TotalDebt,Dividendes_Annuels,Annual_Volume_Traded
ABBV,ABBV,ABBV,USA,Healthcare,Drug Manufacturers - General,United States,0.349,2022,2022-12-31,21.746133903051476,0.6859858583516866,0.08527070350491697,3.667033731308682,6.6901,145.4838104248047,11836000000.0,58054000000.0,17254000000.0,138805000000.0,63271000000.0,5.64,1623063800.0
ABBV,ABBV,ABBV,USA,Healthcare,Drug Manufacturers - General,United States,0.349,2021,2021-12-31,17.88899246928297,0.7490913811007269,0.07876939035958752,4.976895119418484,6.527034,116.7620620727539,11542000000.0,56197000000.0,15408000000.0,146529000000.0,76684000000.0,5.2,1714584900.0
ABNB,ABNB,ABNB,USA,Consumer Cyclical,Travel Services,United States,1.118,2024,2024-12-31,31.362769370431828,0.3147883975273419,0.12634190562526837,0.2727056585829767,4.19,131.41000366210938,2648000000.0,11102000000.0,8412000000.0,20959000000.0,2294000000.0,,1134484200.0
ABNB,ABNB,ABNB,USA,Consumer Cyclical,Travel Services,United States,1.118,2023,2023-12-31,17.882978155257856,0.5868952847519902,0.2321143133930734,0.2821800367421923,7.52,134.47999572753906,4792000000.0,9917000000.0,8165000000.0,20645000000.0,2304000000.0,,1545426800.0
ABNB,ABNB,ABNB,USA,Consumer Cyclical,Travel Services,United States,1.118,2022,2022-12-31,28.585859099622525,0.3404676258992806,0.11803217358772915,0.4210431654676259,2.97,84.9000015258789,1893000000.0,8399000000.0,5560000000.0,16038000000.0,2341000000.0,,1618238000.0
ABNB,ABNB,ABNB,USA,Consumer Cyclical,Travel Services,United States,1.118,2021,2021-12-31,-292.0877289353756,-0.073717277486911,-0.02567843594981033,0.5063874345549738,-0.57,166.49000549316406,-352000000.0,5992000000.0,4775000000.0,13708000000.0,2418000000.0,,1638642300.0
ABT,ABT,ABT,USA,Healthcare,Medical Devices,United States,0.714,2024,2024-12-31,14.343375086738538,0.2811765693185633,0.1646154224089223,0.3151435045317221,7.739225,111.00660705566406,13402000000.0,41950000000.0,47664000000.0,81414000000.0,15021000000.0,2.2,1406196700.0
ABT,ABT,ABT,USA,Healthcare,Medical Devices,United States,0.714,2023,2023-12-31,32.026604156552025,0.14825272647203586,0.07816810992433142,0.40483900215009194,3.300316,105.69791412353516,5723000000.0,40109000000.0,38603000000.0,73214000000.0,15628000000.0,2.04,1292946000.0
ABT,ABT,ABT,USA,Healthcare,Medical Devices,United States,0.714,2022,2022-12-31,25.910314891611705,0.18898217303603554,0.09313791343131196,0.48290901161205907,3.989538,103.37018585205078,6933000000.0,43653000000.0,36686000000.0,74438000000.0,17716000000.0,1.88,1385050100.0
ABT,ABT,ABT,USA,Healthcare,Medical Devices,United States,0.714,2021,2021-12-31,32.57559300391068,0.19750293279705045,0.0940342571413373,0.5308641975308642,4.008317,130.57330322265625,7071000000.0,43075000000.0,35802000000.0,75196000000.0,19006000000.0,1.8,1346478900.0
ACGL,ACGL,ACGL,USA,Financial Services,Insurance - Diversified,Bermuda,0.447,2024,2024-12-31,8.05143840227734,0.20710854947166185,0.06081290722928948,0.13102785782901058,11.47,92.3499984741211,4312000000.0,16930000000.0,20820000000.0,70906000000.0,2728000000.0,5.0,425933600.0
ACGL,ACGL,ACGL,USA,Financial Services,Insurance - Diversified,Bermuda,0.447,2023,2023-12-31,6.01678269991723,0.24208576254563285,0.07542525379418055,0.1485315752193102,11.94,71.84038543701172,4443000000.0,13297000000.0,18353000000.0,58906000000.0,2726000000.0,,486664600.0
ACGL,ACGL,ACGL,USA,Financial Services,Insurance - Diversified,Bermuda,0.447,2022,2022-12-31,15.229005080003006,0.11432997676219984,0.030756407584913523,0.21107668474051122,3.9,59.39311981201172,1476000000.0,9613000000.0,12910000000.0,47990000000.0,2725000000.0,,581475000.0
ACGL,ACGL,ACGL,USA,Financial Services,Insurance - Diversified,Bermuda,0.447,2021,2021-12-31,7.91525108537424,0.15923642112710742,0.04782604887768981,0.20112320366257055,5.34,42.26744079589844,2157000000.0,8923000000.0,13545896000.0,45100945000.0,2724394000.0,,513902300.0
ACN,ACN,ACN,USA,Technology,Information Technology Services,Ireland,1.261,2024,2024-08-31,29.014797095296295,0.25680928666575276,0.1298852151124028,0.14566087751248327,11.57,335.7012023925781,7264787000.0,64896464000.0,28288646000.0,55932363000.0,4120549000.0,5.35,675323700.0
ACN,ACN,ACN,USA,Technology,Information Technology Services,Ireland,1.261,2023,2023-08-31,28.703176515911696,0.2674502806015326,0.1340914450601865,0.12256465702369443,10.9,312.8646240234375,6871557000.0,64111745000.0,25692839000.0,51245305000.0,3149034000.0,4.65,555028800.0
ACN,ACN,ACN,USA,Technology,Information Technology Services,Ireland,1.261,2022,2022-08-31,25.234847783823025,0.31109829111850906,0.14550731549302748,0.15044519165911557,10.87,274.30279541015625,6877169000.0,61594305000.0,22106097000.0,47263390000.0,3325756000.0,4.03,586669100.0
ACN,ACN,ACN,USA,Technology,Information Technology Services,Ireland,1.261,2021,2021-08-31,33.96348471800315,,,,9.31,316.2000427246094,,,,,,3.6100000000000003,500644900.0
ADBE,ADBE,ADBE,USA,Technology,Software - Application,United States,1.54,2024,2024-11-30,41.52856091770163,0.3941864587025877,0.18392325504465762,0.4293512938674229,12.43,516.2000122070312,5560000000.0,21505000000.0,14105000000.0,30230000000.0,6056000000.0,,827315000.0
ADBE,ADBE,ADBE,USA,Technology,Software - Application,United States,1.54,2023,2023-11-30,51.475148253211884,0.32861121201113935,0.18227610060781088,0.24700326916091536,11.87,611.010009765625,5428000000.0,19409000000.0,16518000000.0,29779000000.0,4080000000.0,,778164900.0
ADBE,ADBE,ADBE,USA,Technology,Software - Application,United States,1.54,2022,2022-11-30,34.05034478536833,0.3384812468863426,0.17507822565801584,0.32972742153583373,10.13,344.92999267578125,4756000000.0,17606000000.0,14051000000.0,27165000000.0,4633000000.0,,893341000.0
ADBE,ADBE,ADBE,USA,Technology,Software - Application,United States,1.54,2021,2021-11-30,66.32177976098392,0.3258768669324863,0.1770125913145626,0.3158072582280192,10.1,669.8499755859375,4822000000.0,15785000000.0,14797000000.0,27241000000.0,4673000000.0,,596439100.0
ADI,ADI,ADI,USA,Technology,Semiconductors,United States,1.039,2024,2024-10-31,66.46570379083808,0.04648789695635276,0.03390693389274512,0.21747066357174347,3.3,219.33682250976562,1635273000.0,9427157000.0,35176317000.0,48228277000.0,7649817000.0,3.68,807568900.0
ADI,ADI,ADI,USA,Technology,Semiconductors,United States,1.039,2023,2023-10-31,23.032876217004027,0.09319745901616758,0.06792938741961745,0.19720101058559564,6.6,152.01698303222656,3314579000.0,12305539000.0,35565122000.0,48794478000.0,7013478000.0,3.44,837704700.0
ADI,ADI,ADI,USA,Technology,Semiconductors,United States,1.039,2022,2022-10-31,25.56966338130612,0.07537465114459564,0.054640807039830146,0.1810556566302731,5.29,135.26351928710938,2748561000.0,12013953000.0,36465323000.0,50302350000.0,6602253000.0,3.04,908667500.0
ADI,ADI,ADI,USA,Technology,Semiconductors,United States,1.039,2021,2021-10-31,,,,,,162.9808349609375,,,,,,2.76,883133100.0
ADM,ADM,ADM,USA,Consumer Defensive,Farm Products,United States,0.686,2024,2024-12-31,12.91204351481682,0.0811981234211476,0.0337894914681534,0.5204799711295561,3.76569,48.62275314331055,1800000000.0,85530000000.0,22168000000.0,53271000000.0,11538000000.0,2.0,1031703200.0
ADM,ADM,ADM,USA,Consumer Defensive,Farm Products,United States,0.686,2023,2023-12-31,10.495128986998374,0.14433117851815017,0.06375501089125223,0.3976462787999337,6.44,67.58863067626953,3483000000.0,93935000000.0,24132000000.0,54631000000.0,9596000000.0,1.8,752246400.0
ADM,ADM,ADM,USA,Consumer Defensive,Farm Products,United States,0.686,2022,2022-12-31,10.258645918028307,0.17871849777631363,0.07260681901830227,0.42365343436007247,7.934186,81.39400482177734,4340000000.0,101556000000.0,24284000000.0,59774000000.0,10288000000.0,1.6,814871100.0
ADM,ADM,ADM,USA,Consumer Defensive,Farm Products,United States,0.686,2021,2021-12-31,12.449093998556604,0.12052320149486141,0.04825780247969218,0.4707478756061752,4.8375,60.22249221801758,2709000000.0,85249000000.0,22477000000.0,56136000000.0,10581000000.0,1.48,632537500.0
ADP,ADP,ADP,USA,Technology,Software - Application,United States,0.86,2024,2024-06-30,25.13052775510291,0.8250505761280675,0.06901791117806878,0.7300334242237664,9.14,229.69302368164062,3752000000.0,19202600000.0,4547600000.0,54362700000.0,3319900000.0,5.739999999999999,416172900.0
ADP,ADP,ADP,USA,Technology,Software - Application,United States,0.86,2023,2023-06-30,25.386759440104168,0.972329087230344,0.06694002471993879,0.9514975349804793,8.25,209.44076538085938,3412000000.0,18012200000.0,3509100000.0,50971000000.0,3338900000.0,5.15,439269100.0
ADP,ADP,ADP,USA,Technology,Software - Application,United States,0.86,2022,2022-06-30,27.851145917719062,0.9143025454996434,0.04675731985374563,1.0411434595231452,7.04,196.0720672607422,2948900000.0,16498300000.0,3225300000.0,63068200000.0,3358000000.0,4.37,451671200.0
ADSK,ADSK,ADSK,USA,Technology,Software - Application,United States,1.475,2024,2024-01-31,60.00236348902925,0.4884097035040431,0.09140435835351089,1.415633423180593,4.23,253.80999755859375,906000000.0,5497000000.0,1855000000.0,9912000000.0,2626000000.0,,397527500.0
ADSK,ADSK,ADSK,USA,Technology,Software - Application,United States,1.475,2023,2023-01-31,56.472441906065455,0.7187772925764192,0.08720067810976902,2.3283842794759826,3.81,215.16000366210938,823000000.0,5005000000.0,1145000000.0,9438000000.0,2666000000.0,,350634300.0
ADSK,ADSK,ADSK,USA,Technology,Software - Application,United States,1.475,2022,2022-01-31,110.5265457018287,0.585394581861013,0.05774369699082142,3.6054181389870434,2.26,249.7899932861328,497000000.0,4386000000.0,849000000.0,8607000000.0,3061000000.0,,424143700.0
ADSK,ADSK,ADSK,USA,Technology,Software - Application,United States,1.475,2021,2021-01-31,,,,,,286.32000732421875,,,,,,,340102800.0
AEE,AEE,AEE,USA,Utilities,Utilities - Regulated Electric,United States,0.581,2024,2024-12-31,19.689281799454186,0.09757305596830114,0.02650343064711422,1.5454845633151726,4.43,87.22351837158203,1182000000.0,7623000000.0,12114000000.0,44598000000.0,18722000000.0,2.68,392326300.0
AEE,AEE,AEE,USA,Utilities,Utilities - Regulated Electric,United States,0.581,2023,2023-12-31,15.945104368726867,0.10150674068199841,0.028214548126377664,1.4544012688342585,4.39,69.99900817871094,1152000000.0,7500000000.0,11349000000.0,40830000000.0,16506000000.0,2.52,381627900.0
AEE,AEE,AEE,USA,Utilities,Utilities - Regulated Electric,United States,0.581,2022,2022-12-31,19.502812165480393,0.10220784164446137,0.028334740396791895,1.4365245527217358,4.16,81.13169860839844,1074000000.0,7957000000.0,10508000000.0,37904000000.0,15095000000.0,2.36,339750100.0
AEE,AEE,AEE,USA,Utilities,Utilities - Regulated Electric,United States,0.581,2021,2021-12-31,20.59706653338022,0.10206185567010309,0.027703931719602632,1.403298969072165,3.86,79.50467681884766,990000000.0,6394000000.0,9700000000.0,35735000000.0,13612000000.0,2.2,322274800.0
AEP,AEP,AEP,USA,Utilities,Utilities - Regulated Electric,United States,0.598,2024,2024-12-31,15.91500691005162,0.11012180909893927,0.02878499776868003,1.6984538186892717,5.6,89.12403869628906,2967100000.0,19721300000.0,26943800000.0,103078000000.0,45762800000.0,3.5700000000000003,774202600.0
AEP,AEP,AEP,USA,Utilities,Utilities - Regulated Electric,United States,0.598,2023,2023-12-31,18.129783952739878,0.08746093548859851,0.022838318646311695,1.7272950524226929,4.26,77.23287963867188,2208100000.0,18982300000.0,25246700000.0,96684000000.0,43608500000.0,3.3699999999999997,777832800.0
AEP,AEP,AEP,USA,Utilities,Utilities - Regulated Electric,United States,0.598,2022,2022-12-31,18.767129766967503,0.09656223057413345,0.024701482709925667,1.7402002226556288,4.51,84.63975524902344,2307200000.0,19639500000.0,23893400000.0,93403300000.0,41579300000.0,3.17,755072200.0
AEP,AEP,AEP,USA,Utilities,Utilities - Regulated Electric,United States,0.598,2021,2021-12-31,15.441595188808634,0.1109115061605121,0.028380710561466065,1.6341360126954692,4.97,76.7447280883789,2488100000.0,16792000000.0,22433200000.0,87668700000.0,36658900000.0,3.0,706489300.0
AES,AES,AES,USA,Utilities,Utilities - Diversified,United States,1.001,2024,2024-12-31,5.094668043761694,0.4607574094401756,0.03541745770577564,7.963227222832053,2.38,12.125309944152832,1679000000.0,12278000000.0,3644000000.0,47406000000.0,29018000000.0,0.692,2345786200.0
AES,AES,AES,USA,Utilities,Utilities - Diversified,United States,1.001,2023,2023-12-31,47.300678974873314,0.10008038585209003,0.00555815978035224,10.803054662379422,0.37,17.501251220703125,249000000.0,12668000000.0,2488000000.0,44799000000.0,26878000000.0,0.664,1534972700.0
AES,AES,AES,USA,Utilities,Utilities - Diversified,United States,1.001,2022,2022-12-31,-30.038042766291923,-0.22404595814526057,-0.01423246357167062,9.642183011899878,-0.82,24.631195068359375,-546000000.0,12617000000.0,2437000000.0,38363000000.0,23498000000.0,0.632,1324512300.0
AES,AES,AES,USA,Utilities,Utilities - Diversified,United States,1.001,2021,2021-12-31,-33.94969564969423,-0.1461758398856326,-0.012407851227133452,6.682987848463188,-0.61,20.709314346313477,-409000000.0,11141000000.0,2798000000.0,32963000000.0,18699000000.0,0.604,1409099800.0
AFL,AFL,AFL,USA,Financial Services,Insurance - Life,United States,0.658,2024,2024-12-31,10.456257812247788,0.20856004291516592,0.04629739890784751,0.28730170894321405,9.68,101.2165756225586,5443000000.0,19128000000.0,26098000000.0,117566000000.0,7498000000.0,2.0,553780900.0
AFL,AFL,AFL,USA,Financial Services,Insurance - Life,United States,0.658,2023,2023-12-31,10.213858278399089,0.2119172162838299,0.036764937975442696,0.3349556515806231,7.81,79.77023315429688,4659000000.0,18841000000.0,21985000000.0,126724000000.0,7364000000.0,1.68,603487500.0
AFL,AFL,AFL,USA,Financial Services,Insurance - Life,United States,0.658,2022,2022-12-31,9.625754959281833,0.21936444885799405,0.033536261367259255,0.3695134061569017,6.96,66.99525451660156,4418000000.0,19151000000.0,20140000000.0,131738000000.0,7442000000.0,1.6,700804100.0
AFL,AFL,AFL,USA,Financial Services,Insurance - Life,United States,0.658,2021,2021-12-31,8.296643907778732,0.12723664030313053,0.02685633037539196,0.2392566084263074,6.42,53.26445388793945,4231000000.0,21546000000.0,33253000000.0,157542000000.0,7956000000.0,1.32,813804500.0
AIG,AIG,AIG,USA,Financial Services,Insurance - Diversified,United States,0.626,2024,2024-12-31,30.45620610367926,-0.0330189788575057,-0.00870309071298397,0.20982573316714095,2.352516,71.64871215820312,-1404000000.0,27270000000.0,42521000000.0,161322000000.0,8922000000.0,1.56,1036576900.0
AIG,AIG,AIG,USA,Financial Services,Insurance - Diversified,United States,0.626,2023,2023-12-31,13.21372985839844,0.08032898943793963,0.006754977693554308,0.2338647438865736,5.02,66.33292388916016,3643000000.0,27959000000.0,45351000000.0,539306000000.0,10606000000.0,1.4,985047000.0
AIG,AIG,AIG,USA,Financial Services,Insurance - Diversified,United States,0.626,2022,2022-12-31,4.516804818888657,0.24962167439589944,0.019583400353868425,0.6633878447644618,13.1,59.170143127441406,10227000000.0,29975000000.0,40970000000.0,522228000000.0,27179000000.0,1.28,1237465100.0
AIG,AIG,AIG,USA,Financial Services,Insurance - Diversified,United States,0.626,2021,2021-12-31,4.319591679848916,0.15718054460549458,0.017391027189521433,0.4573200315361756,12.1,52.267059326171875,10367000000.0,51985000000.0,65956000000.0,596112000000.0,30163000000.0,1.28,1102674000.0
AIZ,AIZ,AIZ,USA,Financial Services,Insurance - Property & Casualty,United States,0.573,2024,2024-12-31,14.432574399967782,0.148863258072728,0.02170722374830814,0.4079150919380422,14.55,209.99395751953125,760200000.0,11877500000.0,5106700000.0,35020600000.0,2083100000.0,2.96,88331800.0
AIZ,AIZ,AIZ,USA,Financial Services,Insurance - Property & Casualty,United States,0.573,2023,2023-12-31,13.70121579797018,0.13358977024638735,0.01910201217771858,0.4325605572304813,12.02,164.68861389160156,642500000.0,11131600000.0,4809500000.0,33635200000.0,2080400000.0,2.8199999999999994,98894500.0
AIZ,AIZ,AIZ,USA,Financial Services,Insurance - Property & Casualty,United States,0.573,2022,2022-12-31,23.7604767025571,0.06541017333932414,0.008352130155538042,0.5036772530564949,5.09,120.94082641601562,276600000.0,10193000000.0,4228700000.0,33117300000.0,2129900000.0,2.74,123712100.0
AIZ,AIZ,AIZ,USA,Financial Services,Insurance - Property & Casualty,United States,0.573,2021,2021-12-31,14.13700559743987,0.24922677110594607,0.040146695518357575,0.4030855950659761,10.29,145.46978759765625,1361800000.0,10187600000.0,5464100000.0,33920600000.0,2202500000.0,2.66,96294700.0
AJG,AJG,AJG,USA,Financial Services,Insurance Brokers,United States,0.688,2024,2024-12-31,42.41900114446324,0.07257796412533803,0.02276391638342111,0.6691244696950902,6.6335,281.3864440917969,1462700000.0,11554900000.0,20153500000.0,64255200000.0,13485200000.0,2.4,257442700.0
AJG,AJG,AJG,USA,Financial Services,Insurance Brokers,United States,0.688,2023,2023-12-31,49.01315987371526,0.08997429305912596,0.018783008303658956,0.7718764210741232,4.510687,221.08302307128906,969500000.0,10071900000.0,10775300000.0,51615800000.0,8317200000.0,2.2,214327500.0
AJG,AJG,AJG,USA,Financial Services,Insurance Brokers,United States,0.688,2022,2022-12-31,34.37780304545426,0.12185572422240692,0.02904709268374072,0.7015945579421672,5.297365,182.1117706298828,1114200000.0,8550600000.0,9143600000.0,38358400000.0,6415100000.0,2.04,232628900.0
AJG,AJG,AJG,USA,Financial Services,Insurance Brokers,United States,0.688,2021,2021-12-31,36.448942595707564,0.10657702975882657,0.027194481931324038,0.7748695406892012,4.474026,163.07351684570312,906800000.0,8209400000.0,8508400000.0,33345000000.0,6592900000.0,1.92,250127800.0
AKAM,AKAM,AKAM,USA,Technology,Software - Infrastructure,United States,0.682,2024,2024-12-31,28.637725007748177,0.10350165024822906,0.04869596582434683,0.9500339971018931,3.34,95.6500015258789,504918000.0,3991168000.0,4878357000.0,10368785000.0,4634605000.0,,418231500.0
AKAM,AKAM,AKAM,USA,Technology,Software - Infrastructure,United States,0.682,2023,2023-12-31,32.557102299002224,0.11912345787775265,0.05531585387004109,0.9866926392518851,3.59,116.87999725341797,547629000.0,3811920000.0,4597155000.0,9900037000.0,4535979000.0,,389832300.0
AKAM,AKAM,AKAM,USA,Technology,Software - Infrastructure,United States,0.682,2022,2022-12-31,25.826748091399125,0.12010310566955042,0.06306717730086471,0.7280919373412196,3.29,84.97000122070312,523672000.0,3616654000.0,4360187000.0,8303400000.0,3174617000.0,,405732600.0
AKAM,AKAM,AKAM,USA,Technology,Software - Infrastructure,United States,0.682,2021,2021-12-31,29.187032647263678,0.143849886556642,0.08006735250328893,0.6311099700795627,4.01,117.04000091552734,651642000.0,3461223000.0,4530014000.0,8138673000.0,2858937000.0,,377856200.0
ALB,ALB,ALB,USA,Basic Materials,Specialty Chemicals,United States,1.431,2024,2024-12-31,-7.552204813276019,-0.11840054080116512,-0.07100986902251817,0.362964697043633,-11.2,84.5846939086914,-1179449000.0,5377526000.0,9961517000.0,16609649000.0,3615679000.0,1.61,712149700.0
ALB,ALB,ALB,USA,Basic Materials,Specialty Chemicals,United States,1.431,2023,2023-12-31,10.598971077437547,0.16717444842746315,0.08612040774461689,0.4547771079601113,13.41,142.1322021484375,1573476000.0,9617203000.0,9412180000.0,18270652000.0,4280444000.0,1.6,562496500.0
ALB,ALB,ALB,USA,Basic Materials,Specialty Chemicals,United States,1.431,2022,2022-12-31,8.957866424573833,0.336958748041215,0.17402466091660207,0.41544832296435746,22.97,205.76219177246094,2689816000.0,7320104000.0,7982627000.0,15456522000.0,3316369000.0,1.58,329325700.0
ALB,ALB,ALB,USA,Basic Materials,Specialty Chemicals,United States,1.431,2021,2021-12-31,208.21727146612147,0.02198509368268096,0.011269425023496194,0.44819853852244496,1.07,222.79248046875,123672000.0,3327957000.0,5625266000.0,10974118000.0,2521236000.0,1.56,333086600.0
ALGN,ALGN,ALGN,USA,Healthcare,Medical Instruments & Supplies,United States,1.859,2024,2024-12-31,37.035523002990395,0.10938827643409826,0.06780195024619444,0.03096507385153369,5.63,208.50999450683594,421362000.0,3999012000.0,3851985000.0,6214600000.0,119277000.0,,194736100.0
ALGN,ALGN,ALGN,USA,Healthcare,Medical Instruments & Supplies,United States,1.859,2023,2023-12-31,46.20618787418116,0.12258761836215452,0.07315285959923253,0.03487656896908378,5.82,268.9200134277344,445053000.0,3862260000.0,3630489000.0,6083877000.0,126619000.0,,232269800.0
ALGN,ALGN,ALGN,USA,Healthcare,Medical Instruments & Supplies,United States,1.859,2022,2022-12-31,45.94805168383049,0.10039907168351495,0.060789546376253854,0.03523892931499729,4.62,212.27999877929688,361573000.0,3734635000.0,3601358000.0,5947947000.0,126908000.0,,248098500.0
ALGN,ALGN,ALGN,USA,Healthcare,Medical Instruments & Supplies,United States,1.859,2021,2021-12-31,67.19631826950729,0.2131054231716884,0.12992354567653577,0.03460803143720426,9.78,657.1799926757812,772020000.0,3952584000.0,3622714000.0,5942110000.0,125375000.0,,148109400.0
ALL,ALL,ALL,USA,Financial Services,Insurance - Property & Casualty,United States,0.249,2024,2024-12-31,10.98017853173091,0.2176569349874079,0.04181262710877375,0.3770637067437739,17.22,189.07867431640625,4667000000.0,63515000000.0,21442000000.0,111617000000.0,8085000000.0,3.68,386064200.0
ALL,ALL,ALL,USA,Financial Services,Insurance - Property & Casualty,United States,0.249,2023,2023-12-31,-115.12654622395834,-0.010579628587507035,-0.001818850254445541,0.4469330332020259,-1.2,138.15185546875,-188000000.0,56591000000.0,17770000000.0,103362000000.0,7942000000.0,3.56,445638500.0
ALL,ALL,ALL,USA,Financial Services,Insurance - Property & Casualty,United States,0.249,2022,2022-12-31,-24.407741210469798,-0.07370768526989936,-0.01315453775423772,0.4553979871912168,-5.22,127.40840911865234,-1289000000.0,50617000000.0,17488000000.0,97989000000.0,7964000000.0,3.4,492862100.0
ALL,ALL,ALL,USA,Financial Services,Insurance - Property & Casualty,United States,0.249,2021,2021-12-31,21.189815279037234,0.0641010365781008,0.016230893000804505,0.31677191310218833,5.04,106.79666900634766,1614000000.0,48680000000.0,25179000000.0,99440000000.0,7976000000.0,3.24,465855300.0
ALLE,ALLE,ALLE,USA,Industrials,Security & Protection Services,Ireland,1.043,2024,2024-12-31,18.929652750057027,0.39814753115212903,0.13313873167253443,1.332378223495702,6.85,129.66812133789062,597500000.0,3772200000.0,1500700000.0,4487800000.0,1999500000.0,1.92,183057400.0
ALLE,ALLE,ALLE,USA,Industrials,Security & Protection Services,Ireland,1.043,2023,2023-12-31,19.758241234756095,0.4099218690738072,0.12533920909196336,1.5284836531897141,6.15,121.51318359375,540400000.0,3650800000.0,1318300000.0,4311500000.0,2015000000.0,1.8,196057600.0
ALLE,ALLE,ALLE,USA,Industrials,Security & Protection Services,Ireland,1.043,2022,2022-12-31,19.931285564716045,0.48630282437884903,0.11475245540188414,2.223932894457422,5.2,103.64268493652344,458000000.0,3271900000.0,941800000.0,3991200000.0,2094500000.0,1.64,184021800.0
ALLE,ALLE,ALLE,USA,Industrials,Security & Protection Services,Ireland,1.043,2021,2021-12-31,23.36210822703896,0.6362798050322751,0.1583087512291052,1.8997497035963642,5.37,125.45452117919922,483000000.0,2867400000.0,759100000.0,3051000000.0,1442100000.0,1.44,173952200.0
AMAT,AMAT,AMAT,USA,Technology,Semiconductor Equipment & Materials,United States,1.666,2024,2024-10-31,20.663429295412406,0.37771696226514395,0.20857915080356884,0.34766591232040417,8.68,179.3585662841797,7177000000.0,27176000000.0,19001000000.0,34409000000.0,6606000000.0,1.52,1561425200.0
AMAT,AMAT,AMAT,USA,Technology,Semiconductor Equipment & Materials,United States,1.666,2023,2023-10-31,15.900024713254442,0.4193528656186923,0.22311171857203294,0.36693375741635575,8.16,129.74420166015625,6856000000.0,26517000000.0,16349000000.0,30729000000.0,5999000000.0,1.2200000000000002,1475635100.0
AMAT,AMAT,AMAT,USA,Technology,Semiconductor Equipment & Materials,United States,1.666,2022,2022-10-31,11.44623902833987,0.5350992291290799,0.24414427897927113,0.47802197802197804,7.49,85.73233032226562,6525000000.0,25785000000.0,12194000000.0,26726000000.0,5829000000.0,1.02,2009268400.0
AMAT,AMAT,AMAT,USA,Technology,Semiconductor Equipment & Materials,United States,1.666,2021,2021-10-31,,0.48077080101249287,0.22799612778315587,0.469747693312648,,134.33399963378906,5888000000.0,23063000000.0,12247000000.0,25825000000.0,5753000000.0,0.94,2047499900.0
